"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스","",""
"고객","여기는 온라인 수업도 병행한다죠?","C","학원","어학원","1","354","온라인수업문의","","Q","","여기는 온라인 수업도 병행한다죠?","","","","","","","",""
"고객","그럼 온라인 수업은 어떻게 들어요?","C","학원","어학원","1","354","온라인수업문의","","Q","","그럼 온라인 수업은 어떻게 들어요?","","","","","","","",""
"고객","따로 온라인 수업만 들을 수도 있어요?","C","학원","어학원","1","354","온라인수업문의","","Q","","따로 온라인 수업만 들을 수도 있어요?","","","","","","","",""
"고객","온라인 수업은 누구나 신청만 하면 되나요?","C","학원","어학원","1","354","온라인수업문의","","Q","","온라인 수업은 누구나 신청만 하면 되나요?","","","","","","","",""
"고객","방학 프로그램 중에 토익반도 개설할 거예요?","C","학원","어학원","1","354","방학프로그램문의","","Q","","방학 프로그램 중에 토익반도 개설할 거예요?","","","","","","","",""
"고객","방학 특강이 따로 있나봐요?","C","학원","어학원","1","354","방학프로그램문의","","Q","","방학 특강이 따로 있나봐요?","","","","","","","",""
"고객","교재는 여기서 판매하나요?","C","학원","어학원","1","354","교재판매문의","","Q","","교재는 여기서 판매하나요?","","","","","","","",""
"고객","학원에서 교재를 살 수 있어요?","C","학원","어학원","1","354","교재판매문의","","Q","","학원에서 교재를 살 수 있어요?","","","","","","","",""
"고객","강의교재는 학원에서 구매하죠?","C","학원","어학원","1","354","교재판매문의","","Q","","강의교재는 학원에서 구매하죠?","","","","","","","",""
"고객","회화 5단계 교재 지금 살 수 있어요?","C","학원","어학원","1","354","교재판매문의","","Q","","회화 5단계 교재 지금 살 수 있어요?","","","","","","","",""
"고객","원어민이 가르치는 회화반이 있어요?","C","학원","어학원","1","354","원어민회화반문의","","Q","","원어민이 가르치는 회화반이 있어요?","","","","","","","",""
"고객","회화반중 원어민이 가르치는 반은 몇 개반이예요?","C","학원","어학원","1","354","원어민회화반문의","","Q","","회화반중 원어민이 가르치는 반은 몇 개반이예요?","","","","","","","",""
"고객","저 반이 원어민 회화반인가봐요?","C","학원","어학원","1","354","원어민회화반문의","","Q","","저 반이 원어민 회화반인가봐요?","","","","","","","",""
"고객","여긴 외국인 선생님이 몇 분 계세요?","C","학원","어학원","1","354","외국인선생님문의","","Q","","여긴 외국인 선생님이 몇 분 계세요?","","","","","","","",""
"고객","회화 중급반 선생님은 어느나라 분이세요?","C","학원","어학원","1","354","외국인선생님문의","","Q","","회화 중급반 선생님은 어느나라 분이세요?","","","","","","","",""
"고객","초등학교반은 전부 몇 반인가요?","C","학원","어학원","1","354","학년별반수문의","","Q","","초등학교반은 전부 몇 반인가요?","","","","","","","",""
"고객","중 1반은 모두 한 개반입니까?","C","학원","어학원","1","354","학년별반수문의","","Q","","중 1반은 모두 한 개반입니까?","","","","","","","",""
"고객","고등학교 1학년은 남,녀반 통틀어 몇 개반이 있어요?","C","학원","어학원","1","354","학년별반수문의","","Q","","고등학교 1학년은 남,녀반 통틀어 몇 개반이 있어요?","","","","","","","",""
"고객","중2 학년이 많다고 들었는데 그럼 모두 몇 반이죠? ","C","학원","어학원","1","354","학년별반수문의","","Q","","중2 학년이 많다고 들었는데 그럼 모두 몇 반이죠? ","","","","","","","",""
"고객","교실 수가 모두 몇 개인가요?","C","학원","어학원","1","354","학원교실수문의","","Q","","교실 수가 모두 몇 개인가요?","","","","","","","",""
"고객","교실이 모두 여기 3개예요?","C","학원","어학원","1","354","학원교실수문의","","Q","","교실이 모두 여기 3개예요?","","","","","","","",""
"고객","강의실이 그럼 전부 몇 개 있어요?","C","학원","어학원","1","354","학원교실수문의","","Q","","강의실이 그럼 전부 몇 개 있어요?","","","","","","","",""
"고객","2층 전체가 강의실이면 모두 5개네요?","C","학원","어학원","1","354","학원교실수문의","","Q","","2층 전체가 강의실이면 모두 5개네요?","","","","","","","",""
"고객","6단계를 모두 마스터하려면 얼마나 시간이 걸려요?","C","학원","어학원","1","354","단계기간문의","","Q","","6단계를 모두 마스터하려면 얼마나 시간이 걸려요?","","","","","","","",""
"고객","6단계 모두 마치려면 1년 걸리나요?","C","학원","어학원","1","354","단계기간문의","","Q","","6단계 모두 마치려면 1년 걸리나요?","","","","","","","",""
"고객","일단 4단계까지 가고 싶은 데 6개월 안에 갈 수 있을까요?","C","학원","어학원","1","354","단계기간문의","","Q","","일단 4단계까지 가고 싶은 데 6개월 안에 갈 수 있을까요?","","","","","","","",""
"고객","고급 단계는 몇 개월 과정인가요? ","C","학원","어학원","1","354","단계기간문의","","Q","","고급 단계는 몇 개월 과정인가요? ","","","","","","","",""
"고객","여기 급식을 한다고 들었는데 지금도 하나요?","C","학원","어학원","1","354","급식.간식서비스유무문의","","Q","","여기 급식을 한다고 들었는데 지금도 하나요?","","","","","","","",""
"고객","학원에서 간식을 주는 지 알고 싶어요","C","학원","어학원","1","354","급식.간식서비스유무문의","","Q","","학원에서 간식을 주는 지 알고 싶어요","","","","","","","",""
"고객","간식은 학원에서 챙겨 주시나요?","C","학원","어학원","1","354","급식.간식서비스유무문의","","Q","","간식은 학원에서 챙겨 주시나요?","","","","","","","",""
"고객","혹시 급식 서비스가 있어요?","C","학원","어학원","1","354","급식.간식서비스유무문의","","Q","","혹시 급식 서비스가 있어요?","","","","","","","",""
"고객","첫 수업 시작은 몇 시부터 하죠?","C","학원","어학원","1","354","오픈시간문의","","Q","","첫 수업 시작은 몇 시부터 하죠?","","","","","","","",""
"고객","학원 몇 시에 문 열어요?","C","학원","어학원","1","354","오픈시간문의","","Q","","학원 몇 시에 문 열어요?","","","","","","","",""
"고객","강의 시작은 몇 시부터예요?","C","학원","어학원","1","354","오픈시간문의","","Q","","강의 시작은 몇 시부터예요?","","","","","","","",""
"고객","학원 문 여는 시간이 몇 시예요?","C","학원","어학원","1","354","오픈시간문의","","Q","","학원 문 여는 시간이 몇 시예요?","","","","","","","",""
"고객","성인반은 야간에만 있어요?","C","학원","어학원","1","354","학년별시간표문의","","Q","","성인반은 야간에만 있어요?","","","","","","","",""
"고객","새벽에 수능반 없나요?","C","학원","어학원","1","354","학년별시간표문의","","Q","","새벽에 수능반 없나요?","","","","","","","",""
"고객","고등부 수업은 몇 시부터 몇 시까지 하나요?","C","학원","어학원","1","354","학년별시간표문의","","Q","","고등부 수업은 몇 시부터 몇 시까지 하나요?","","","","","","","",""
"고객","여기도 지앤비 학원 지점이예요?","C","학원","어학원","1","354","학원브랜드문의","","Q","","여기도 지앤비 학원 지점이예요?","","","","","","","",""
"고객","서강어학원 지점이 중구에만 몇 개가 있어요?","C","학원","어학원","1","354","학원브랜드문의","","Q","","서강어학원 지점이 중구에만 몇 개가 있어요?","","","","","","","",""
"고객","여기가 서울의 IBM 학원하고 같은 학원인가요?","C","학원","어학원","1","354","학원브랜드문의","","Q","","여기가 서울의 IBM 학원하고 같은 학원인가요?","","","","","","","",""
"고객","종로어학원 분점이 여긴가요?","C","학원","어학원","1","354","학원브랜드문의","","Q","","종로어학원 분점이 여긴가요?","","","","","","","",""
"고객","무슨 과목 상담해 주실 수 있어요?","C","학원","영수학원","1","354","수강과목문의","","Q","","무슨 과목 상담해 주실 수 있어요?","","","","","","","",""
"고객","수학 상담을 주로 하시나요?","C","학원","영수학원","1","354","수강과목문의","","Q","","수학 상담을 주로 하시나요?","","","","","","","",""
"고객","그러면 영어말하기대회를 나가는데 특별 상담 좀 받고 싶은데요?","C","학원","영수학원","1","354","수강과목문의","","Q","","그러면 영어말하기대회를 나가는데 특별 상담 좀 받고 싶은데요?","","","","","","","",""
"고객","무슨 과목 담당이세요?","C","학원","영수학원","1","354","수강과목문의","","Q","","무슨 과목 담당이세요?","","","","","","","",""
"고객","초등반은 하루 몇 시간 수업하죠?","C","학원","영수학원","1","354","전반적인수업시간문의","","Q","","초등반은 하루 몇 시간 수업하죠?","","","","","","","",""
"고객","중등반은 일주일에 총 몇 시간 하게되나요?","C","학원","영수학원","1","354","전반적인수업시간문의","","Q","","중등반은 일주일에 총 몇 시간 하게되나요?","","","","","","","",""
"고객","수학심화반은 주 5일이면 강의시간이 얼마나 됩니까?","C","학원","영수학원","1","354","전반적인수업시간문의","","Q","","수학심화반은 주 5일이면 강의시간이 얼마나 됩니까?","","","","","","","",""
"고객","초6학년 수업시간은 하루 몇시간인가요?","C","학원","영수학원","1","354","전반적인수업시간문의","","Q","","초6학년 수업시간은 하루 몇시간인가요?","","","","","","","",""
"고객","토익반은 학년 상관없이 들어요?","C","학원","영수학원","1","354","수강자격관련문의","","Q","","토익반은 학년 상관없이 들어요?","","","","","","","",""
